================================================================================
  REPORTE DETALLADO DE MÉTRICAS DE CALIDAD - TRÁFICO BASE (FIRST-FIT V3)
================================================================================

--- MÉTODOLOGÍA ---
Tiempos por Demanda: Medidos por cada instancia individual (incluye tiempo de ruteo BFS y tiempo de asignación First-Fit).
Fragmentación de Espectro (F): F = 1 - (Max_Bloque_Libre / Slots_Libres). F = 0 indica grilla compacta; F = 1 indica totalmente fragmentado.
Contigüidad del Espectro (C): C = Sum(s_i^2) / S_libres^2. C = 1 indica contigüidad perfecta (un solo bloque libre).
Variación de la Carga: Diferencia entre el enlace con más slots ocupados y el enlace con menos slots ocupados.
Probabilidad de Bloqueo por Enlace: Bloqueos experimentados en el enlace / Total solicitudes de paso por el enlace.

--- RESUMEN GLOBAL DE LA RED ---
Total Demandas Procesadas: 1077
Exitosas:                  1077
Bloqueadas:                0
Prob. Bloqueo Global:      0.0000%

--- MÉTRIAS DE TIEMPO POR DEMANDA INDIVIDUAL ---
Mínimo:                    0.2924 ms
Máximo:                    12.1968 ms
Promedio:                  0.6446 ms

--- ESTRUCTURA DE ESPECTRO GLOBAL ---
Ocupación Promedio:        37.08 slots (12.20%)
Carga Mínima de Enlace:    4 slots
Carga Máxima de Enlace:    96 slots
Variación de Carga (Max-Min): 92 slots
Fragmentación Promedio:    0.021063
Contigüidad Promedio:      0.961376
Bloque Libre Máx. Promedio: 261.47 slots
Transiciones Ocupado-Libre (min/max/prom): 1 / 5 / 1.4433
Prob. Bloqueo Promedio Enlace: 0.0000%

--- MÉTRIAS ENLACE POR ENLACE ---
Enlace (Origen -> Destino)                                   | Ocupados | Libres   | Frag (F) | Contig (C) | Trans O->L | Solics  | Bloqs  | P_block%
Azul -> Tandil                                               |       68 |      236 |   0.0000 |     1.0000 |          1 |      17 |      0 |    0.00%
Añatuya -> Santiago del Estero                               |       20 |      284 |   0.0704 |     0.8691 |          2 |       5 |      0 |    0.00%
Añatuya -> Tostado                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Bahia Blanca -> Algarrobo                                    |       60 |      244 |   0.0000 |     1.0000 |          1 |      15 |      0 |    0.00%
Bahia Blanca -> Tres Arroyos                                 |       44 |      260 |   0.0000 |     1.0000 |          1 |      11 |      0 |    0.00%
Bahia Blanca -> Viedma                                       |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Bajo Caracoles -> Gobernador Gregores                        |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Bajo Caracoles -> Perito Moreno                              |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Baradero -> San Pedro BsAs                                   |       64 |      240 |   0.1000 |     0.8156 |          3 |      13 |      0 |    0.00%
Baradero -> Zarate                                           |       64 |      240 |   0.1000 |     0.8200 |          1 |      13 |      0 |    0.00%
Belen -> Chilecito                                           |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Belen -> Santa Maria                                         |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Bellavista -> Corrientes                                     |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
Bellavista -> Goya                                           |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
Benavidez -> Azopardo                                        |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Benavidez -> Campana                                         |       72 |      232 |   0.0690 |     0.8716 |          2 |      15 |      0 |    0.00%
Benavidez -> Exaltacion de la Cruz                           |       60 |      244 |   0.1475 |     0.7405 |          4 |      10 |      0 |    0.00%
Benavidez -> Lujan                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Benavidez -> Marcos Paz                                      |        6 |      298 |   0.0000 |     1.0000 |          1 |       1 |      0 |    0.00%
Benavidez -> San Antonio De Areco                            |       28 |      276 |   0.0000 |     1.0000 |          1 |       7 |      0 |    0.00%
Bolivar -> Olavarria                                         |       68 |      236 |   0.0000 |     1.0000 |          1 |      17 |      0 |    0.00%
Bolivar -> Pehuajo                                           |       68 |      236 |   0.0000 |     1.0000 |          1 |      17 |      0 |    0.00%
Bragado -> 9 De Julio                                        |       32 |      272 |   0.1176 |     0.7924 |          2 |       8 |      0 |    0.00%
Bragado -> Chivilcoy                                         |       32 |      272 |   0.1029 |     0.8153 |          2 |       8 |      0 |    0.00%
Buta Ranquil -> Chos Malal                                   |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Buta Ranquil -> Malargue                                     |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Caleta Olivia -> Comodoro Rivadavia                          |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Caleta Olivia -> Jaramillo                                   |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Caleta Olivia -> Pico Truncado                               |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Campana -> Benavidez                                         |       72 |      232 |   0.0690 |     0.8716 |          2 |      15 |      0 |    0.00%
Campana -> Zarate                                            |       88 |      216 |   0.0000 |     1.0000 |          1 |      19 |      0 |    0.00%
Cap Juan Page -> Embarcacion                                 |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Cap Juan Page -> Las Lomitas                                 |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Catamarca -> Concepcion                                      |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Catamarca -> La Rioja                                        |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Catriel -> Santa Isabel                                      |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Catriel -> Sargento Vidal                                    |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Cañada De Gomez -> Leones                                    |       80 |      224 |   0.0714 |     0.8650 |          3 |      16 |      0 |    0.00%
Cañada De Gomez -> Rosario                                   |       96 |      208 |   0.0000 |     1.0000 |          1 |      20 |      0 |    0.00%
Cañuelas -> Abasto                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Cañuelas -> Lujan                                            |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Ceres -> Sunchales                                           |       40 |      264 |   0.0606 |     0.8861 |          2 |      10 |      0 |    0.00%
Ceres -> Tostado                                             |       40 |      264 |   0.0606 |     0.8861 |          2 |      10 |      0 |    0.00%
Chacabuco -> Junin                                           |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Chacabuco -> Lujan                                           |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Chascomus -> Abasto                                          |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Chascomus -> Dolores                                         |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Chilecito -> Belen                                           |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Chilecito -> Patquia                                         |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Chivilcoy -> Bragado                                         |       32 |      272 |   0.1029 |     0.8153 |          2 |       8 |      0 |    0.00%
Chivilcoy -> Mercedes                                        |       32 |      272 |   0.0882 |     0.8391 |          2 |       8 |      0 |    0.00%
Choele Choel -> General Roca                                 |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Choele Choel -> Rio Colorado                                 |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Choromoro -> San Jose de Metan                               |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Choromoro -> San Miguel de Tucuman                           |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Chos Malal -> Buta Ranquil                                   |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Chos Malal -> Zapala                                         |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Chucul -> Hernando                                           |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Chucul -> V. Mercedes                                        |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Clorinda -> Formosa                                          |       20 |      284 |   0.0845 |     0.8453 |          2 |       5 |      0 |    0.00%
Colonia Las Heras -> Perito Moreno                           |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Colonia Las Heras -> Pico Truncado                           |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Comodoro Rivadavia -> Caleta Olivia                          |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Comodoro Rivadavia -> Rawson                                 |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Concepcion -> Catamarca                                      |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Concepcion -> San Miguel de Tucuman                          |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Concepcion del Uruguay -> Concordia                          |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Concepcion del Uruguay -> Zarate                             |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Concordia -> Concepcion del Uruguay                          |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Concordia -> Parana                                          |       16 |      288 |   0.0000 |     1.0000 |          1 |       4 |      0 |    0.00%
Concordia -> Paso de Los Libres                              |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Cordoba -> Arroyito                                          |       28 |      276 |   0.0290 |     0.9437 |          2 |       7 |      0 |    0.00%
Cordoba -> Corralito                                         |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Cordoba -> Jesus Maria                                       |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Cordoba -> La Falda                                          |       56 |      248 |   0.0161 |     0.9683 |          2 |      14 |      0 |    0.00%
Cordoba -> La Rioja                                          |       12 |      292 |   0.0000 |     1.0000 |          1 |       3 |      0 |    0.00%
Cordoba -> Manfredi                                          |       64 |      240 |   0.1333 |     0.7635 |          3 |      12 |      0 |    0.00%
Cordoba -> Patquia                                           |        4 |      300 |   0.0000 |     1.0000 |          1 |       1 |      0 |    0.00%
Corralito -> Cordoba                                         |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Corralito -> Hernando                                        |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Corrientes -> Bellavista                                     |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
Corrientes -> Ituzaingo                                      |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Corrientes -> Resistencia                                    |       58 |      246 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Dean Funes -> Frias                                          |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Dean Funes -> Jesus Maria                                    |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Dina Huapi -> Aguada Cecilio                                 |       24 |      280 |   0.0286 |     0.9445 |          2 |       6 |      0 |    0.00%
Dina Huapi -> Piedra del Aguila                              |       28 |      276 |   0.0145 |     0.9714 |          2 |       7 |      0 |    0.00%
Dina Huapi -> San Carlos de Bariloche                        |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Dina Huapi -> Villa La Angostura                             |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Dolores -> Chascomus                                         |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Dolores -> Las Armas                                         |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
El Calafate -> Esperanza (StaCruz)                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
El Calafate -> Tres lagos                                    |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
El Condor -> Estacion Cullen                                 |        8 |      296 |   0.0000 |     1.0000 |          1 |       2 |      0 |    0.00%
El Condor -> Rio Gallegos                                    |        8 |      296 |   0.0000 |     1.0000 |          1 |       2 |      0 |    0.00%
El Foyel -> Epuyen                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
El Foyel -> San Carlos de Bariloche                          |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Embarcacion -> Cap Juan Page                                 |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Embarcacion -> Lib Gral San Martin                           |       48 |      256 |   0.0000 |     1.0000 |          1 |      12 |      0 |    0.00%
Embarcacion -> Salvador Mazza                                |       20 |      284 |   0.0845 |     0.8453 |          2 |       5 |      0 |    0.00%
Epuyen -> El Foyel                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Epuyen -> Esquel                                             |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Esperanza (StaCruz) -> El Calafate                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Esperanza (StaCruz) -> Rio Gallegos                          |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Esquel -> Epuyen                                             |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Esquel -> Tecka                                              |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Estacion Cullen -> El Condor                                 |        8 |      296 |   0.0000 |     1.0000 |          1 |       2 |      0 |    0.00%
Estacion Cullen -> San Sebastian                             |        8 |      296 |   0.0000 |     1.0000 |          1 |       2 |      0 |    0.00%
Exaltacion de la Cruz -> Arrecifes                           |       60 |      244 |   0.1475 |     0.7405 |          4 |      10 |      0 |    0.00%
Exaltacion de la Cruz -> Benavidez                           |       60 |      244 |   0.1475 |     0.7405 |          4 |      10 |      0 |    0.00%
Formosa -> Clorinda                                          |       20 |      284 |   0.0845 |     0.8453 |          2 |       5 |      0 |    0.00%
Formosa -> Las Lomitas                                       |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Formosa -> Resistencia                                       |       44 |      260 |   0.0000 |     1.0000 |          1 |      11 |      0 |    0.00%
Frias -> Dean Funes                                          |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Frias -> Santiago del Estero                                 |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
General Conesa -> Rio Colorado                               |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
General Conesa -> San Antonio Oeste                          |       20 |      284 |   0.0563 |     0.8937 |          2 |       5 |      0 |    0.00%
General Roca -> Choele Choel                                 |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
General Roca -> Neuquen                                      |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Gobernador Gregores -> Bajo Caracoles                        |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Gobernador Gregores -> Tres lagos                            |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Goya -> Bellavista                                           |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
Goya -> La Paz                                               |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
Gral. Alvear -> San Rafael                                   |       60 |      244 |   0.0000 |     1.0000 |          1 |      15 |      0 |    0.00%
Gral. Alvear -> Santa Isabel                                 |       60 |      244 |   0.0000 |     1.0000 |          1 |      15 |      0 |    0.00%
Hernando -> Chucul                                           |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Hernando -> Corralito                                        |       80 |      224 |   0.0179 |     0.9649 |          2 |      17 |      0 |    0.00%
Humahuaca -> La Quiaca                                       |       28 |      276 |   0.0870 |     0.8412 |          2 |       7 |      0 |    0.00%
Humahuaca -> San Salvador de Jujuy                           |       28 |      276 |   0.0000 |     1.0000 |          1 |       7 |      0 |    0.00%
Ituzaingo -> Corrientes                                      |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Ituzaingo -> Posadas                                         |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
J. de San Martin -> Alto Rio Senguer                         |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
J. de San Martin -> Tecka                                    |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Jaramillo -> Caleta Olivia                                   |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Jaramillo -> Puerto San Julian                               |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Jardin America -> Posadas                                    |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Jardin America -> Puerto Iguazu                              |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
Jesus Maria -> Cordoba                                       |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Jesus Maria -> Dean Funes                                    |       36 |      268 |   0.0000 |     1.0000 |          1 |       9 |      0 |    0.00%
Junin -> Chacabuco                                           |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Junin -> Vedia                                               |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Junin de los Andes -> San Martin de los Andes                |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Junin de los Andes -> Zapala                                 |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
La Falda -> Cordoba                                          |       56 |      248 |   0.0161 |     0.9683 |          2 |      14 |      0 |    0.00%
La Falda -> Serrezuela                                       |       56 |      248 |   0.0161 |     0.9683 |          2 |      14 |      0 |    0.00%
La Paz -> Goya                                               |       54 |      250 |   0.0160 |     0.9685 |          2 |      12 |      0 |    0.00%
La Paz -> Parana                                             |       54 |      250 |   0.0400 |     0.9224 |          3 |      12 |      0 |    0.00%
La Plata -> Abasto                                           |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
La Plata -> Azopardo                                         |       24 |      280 |   0.0000 |     1.0000 |          1 |       6 |      0 |    0.00%
La Quiaca -> Humahuaca                                       |       28 |      276 |   0.0870 |     0.8412 |          2 |       7 |      0 |    0.00%
La Quiaca -> San Antonio de los Cobres                       |       28 |      276 |   0.0870 |     0.8412 |          2 |       7 |      0 |    0.00%
La Rioja -> Catamarca                                        |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
La Rioja -> Cordoba                                          |       12 |      292 |   0.0000 |     1.0000 |          1 |       3 |      0 |    0.00%
La Rioja -> Patquia                                          |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Las Armas -> Dolores                                         |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Las Armas -> Mar Del Plata                                   |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Las Lomitas -> Cap Juan Page                                 |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Las Lomitas -> Formosa                                       |       40 |      264 |   0.0000 |     1.0000 |          1 |      10 |      0 |    0.00%
Las Toninas -> Abasto                                        |       48 |      256 |   0.0781 |     0.8560 |          2 |      12 |      0 |    0.00%
Las Toninas -> Pinamar                                       |       48 |      256 |   0.0781 |     0.8560 |          2 |      12 |      0 |    0.00%
Leones -> Cañada De Gomez                                    |       80 |      224 |   0.0714 |     0.8650 |          3 |      16 |      0 |    0.00%
Leones -> San Marcos                                         |       80 |      224 |   0.0714 |     0.8650 |          3 |      16 |      0 |    0.00%
Lib Gral San Martin -> Embarcacion                           |       48 |      256 |   0.0000 |     1.0000 |          1 |      12 |      0 |    0.00%
Lib Gral San Martin -> San Pedro Jujuy                       |       48 |      256 |   0.0000 |     1.0000 |          1 |      12 |      0 |    0.00%
Luis Piedrabuena -> Puerto San Julian                        |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Luis Piedrabuena -> Rio Gallegos                             |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Lujan -> Benavidez                                           |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Lujan -> Cañuelas                                            |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Lujan -> Chacabuco                                           |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Lujan -> Mercedes                                            |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Lujan -> Rufino                                              |        8 |      296 |   0.1622 |     0.7283 |          2 |       2 |      0 |    0.00%
Malargue -> Buta Ranquil                                     |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Malargue -> San Rafael                                       |       20 |      284 |   0.0000 |     1.0000 |          1 |       5 |      0 |    0.00%
Manfredi -> Cordoba                                          |       64 |      240 |   0.1333 |     0.7635 |          3 |      12 |      0 |    0.00%
Manfredi -> Villa Maria                                      |       80 |      224 |   0.0714 |     0.8650 |          3 |      16 |      0 |    0.00%
Mar Del Plata -> Las Armas                                   |       52 |      252 |   0.0000 |     1.0000 |          1 |      13 |      0 |    0.00%
Mar Del Plata -> Pinamar                                     |       48 |      256 |   0.0781 |     0.8560 |          2 |      12 |      0 |    0.00%
Mar Del Plata -> Tandil                                      |       56 |      248 |   0.0484 |     0.9079 |          2 |      14 |      0 |    0.00%
Mar Del Plata -> Tres Arroyos                                |       44 |      260 |   0.0000 |     1.0000 |          1 |      11 |      0 |    0.00%
Marcos Paz -> Abasto                                         |        6 |      298 |   0.0000 |     1.0000 |          1 |       1 |      0 |    0.00%
Marcos Paz -> Benavidez                                      |        6 |      298 |   0.0000 |     1.0000 |          1 |       1 |      0 |    0.00%
Mendoza -> Santa Rosa (Mza)                                  |       76 |      228 |   0.0351 |     0.9318 |          3 |      16 |      0 |    0.00%
Mendoza -> Tunuyan                                           |       62 |      242 |   0.0000 |     1.0000 |          1 |      15 |      0 |    0.00%
Mendoza -> Villa Tulumaya                                    |       60 |      244 |   0.0000 |     1.0000 |          1 |      15 |      0 |    0.00%
Mercedes -> Chivilcoy                                        |       32 |      272 |   0.0882 |     0.8391 |          2 |       8 |      0 |    0.00%
Mercedes -> Lujan                                            |       32 |      272 |   0.0000 |     1.0000 |          1 |       8 |      0 |    0.00%
Neuquen -> Arroyito (Nqn)                                    |       28 |      276 |   0.0000 |     1.0000 |          1 |       7 |      0 |    0.00%
