Iteración,Source,Destination,Gbps,K_Path,GSNR_Direct,Direct_Feasible,Reg_Feasible,Reg_Count,Path_Reg,Path_Sequence,Node_9 De Julio,Node_Abasto,Node_Aguada Cecilio,Node_Algarrobo,Node_Alto Rio Senguer,Node_Aristobulo del Valle,Node_Arrecifes,Node_Arroyito,Node_Arroyito (Nqn),Node_Azopardo,Node_Azul,Node_Añatuya,Node_Bahia Blanca,Node_Bajo Caracoles,Node_Baradero,Node_Belen,Node_Bellavista,Node_Benavidez,Node_Bolivar,Node_Bragado,Node_Buta Ranquil,Node_CABA,Node_Caleta Olivia,Node_Campana,Node_Cap Juan Page,Node_Catamarca,Node_Catriel,Node_Cañada De Gomez,Node_Cañuelas,Node_Ceres,Node_Chacabuco,Node_Chascomus,Node_Chilecito,Node_Chivilcoy,Node_Choele Choel,Node_Choromoro,Node_Chos Malal,Node_Chucul,Node_Clorinda,Node_Colonia Las Heras,Node_Comodoro Rivadavia,Node_Concepcion,Node_Concepcion del Uruguay,Node_Concordia,Node_Cordoba,Node_Corralito,Node_Corrientes,Node_Dean Funes,Node_Dina Huapi,Node_Dolores,Node_El Calafate,Node_El Condor,Node_El Foyel,Node_Embarcacion,Node_Epuyen,Node_Esperanza (StaCruz),Node_Esquel,Node_Estacion Cullen,Node_Exaltacion de la Cruz,Node_Formosa,Node_Frias,Node_General Conesa,Node_General Roca,Node_Gobernador Gregores,Node_Goya,Node_Gral. Alvear,Node_Hernando,Node_Humahuaca,Node_Ituzaingo,Node_J. de San Martin,Node_Jaramillo,Node_Jardin America,Node_Jesus Maria,Node_Junin,Node_Junin de los Andes,Node_La Falda,Node_La Paz,Node_La Plata,Node_La Quiaca,Node_La Rioja,Node_Las Armas,Node_Las Lomitas,Node_Las Toninas,Node_Leones,Node_Lib Gral San Martin,Node_Luis Piedrabuena,Node_Lujan,Node_Malargue,Node_Manfredi,Node_Mar Del Plata,Node_Marcos Paz,Node_Mendoza,Node_Mercedes,Node_Neuquen,Node_Olavarria,Node_Parana,Node_Paso de Los Libres,Node_Patquia,Node_Pehuajo,Node_Pergamino,Node_Perito Moreno,Node_Peru,Node_Pico Truncado,Node_Picun Leufu,Node_Piedra del Aguila,Node_Pinamar,Node_Posadas,Node_Presidencia Roque Saenz Peña,Node_Puerto Iguazu,Node_Puerto Madryn,Node_Puerto San Julian,Node_Rafaela,Node_Rawson,Node_Resistencia,Node_Rio Colorado,Node_Rio Gallegos,Node_Rio Grande,Node_Rio Mayo,Node_Rosario,Node_Rufino,Node_Salta,Node_Salvador Mazza,Node_San Antonio De Areco,Node_San Antonio Oeste,Node_San Antonio de los Cobres,Node_San Carlos de Bariloche,Node_San Fabian,Node_San Francisco,Node_San Jose,Node_San Jose de Jachal,Node_San Jose de Metan,Node_San Juan,Node_San Luis,Node_San Marcos,Node_San Martin de los Andes,Node_San Miguel de Tucuman,Node_San Nicolas de los Arroyos,Node_San Pedro BsAs,Node_San Pedro Jujuy,Node_San Rafael,Node_San Salvador de Jujuy,Node_San Sebastian,Node_Santa Fe,Node_Santa Isabel,Node_Santa Maria,Node_Santa Rosa (LP),Node_Santa Rosa (Mza),Node_Santiago del Estero,Node_Sargento Vidal,Node_Serrezuela,Node_Sierra Grande,Node_Sunchales,Node_Tandil,Node_Tecka,Node_Tolhuin,Node_Tostado,Node_Trelew,Node_Trenque Lauquen,Node_Tres Arroyos,Node_Tres lagos,Node_Tunuyan,Node_Usuahia,Node_V. Mercedes,Node_Vedia,Node_Vera,Node_Victorica,Node_Viedma,Node_Villa La Angostura,Node_Villa Maria,Node_Villa Media Agua,Node_Villa Tulumaya,Node_Winifreda,Node_Zapala,Node_Zarate
25,General Roca,Goya,200.0,5,10.9542778373547,False,False,13,General Roca - Catriel - Santa Isabel - Victorica - Pehuajo - Cañuelas - Arrecifes - Cañada De Gomez - Manfredi - Frias - Choromoro - San Jose de Metan - Presidencia Roque Saenz Peña - Bellavista - Goya,General Roca - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - 9 De Julio - Bragado - Chivilcoy - Mercedes - Lujan - Cañuelas - Abasto - La Plata - CABA - Benavidez - Exaltacion de la Cruz - Arrecifes - Pergamino - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Jesus Maria - Dean Funes - Frias - Santiago del Estero - San Miguel de Tucuman - Choromoro - San Jose de Metan - Presidencia Roque Saenz Peña - Resistencia - Corrientes - Bellavista - Goya,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
26,Rio Mayo,Campana,300.0,1,8.4856926894843,False,False,11,Rio Mayo - Perito Moreno - Caleta Olivia - Comodoro Rivadavia - Rawson - Sierra Grande - San Antonio Oeste - Rio Colorado - Peru - Pehuajo - Rufino - Lujan - Campana,Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - General Conesa - Rio Colorado - Peru - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Lujan - Benavidez - Campana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Rio Mayo,Campana,300.0,2,11.211357664962513,False,False,12,Rio Mayo - J. de San Martin - Esquel - El Foyel - Dina Huapi - Aguada Cecilio - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Dolores - Marcos Paz - Rosario - Campana,Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Aguada Cecilio - San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Nicolas de los Arroyos - San Pedro BsAs - Baradero - Zarate - Campana,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,Rio Mayo,Campana,300.0,3,10.371610211012886,False,False,16,Rio Mayo - J. de San Martin - Esquel - El Foyel - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - Tunuyan - Santa Rosa (Mza) - Chucul - Manfredi - Cañada De Gomez - Benavidez - Campana,Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza) - San Luis - V. Mercedes - Chucul - Hernando - Corralito - Cordoba - Manfredi - Villa Maria - San Marcos - Leones - Cañada De Gomez - Rosario - Pergamino - Arrecifes - San Antonio De Areco - Benavidez - Campana,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
26,Rio Mayo,Campana,300.0,4,5.339322316441412,False,False,21,Rio Mayo - Bajo Caracoles - Gobernador Gregores - Tres lagos - Esperanza (StaCruz) - Luis Piedrabuena - Caleta Olivia - Comodoro Rivadavia - Rawson - Sierra Grande - Aguada Cecilio - Dina Huapi - Picun Leufu - Catriel - Santa Isabel - Tunuyan - San Juan - San Jose de Jachal - Patquia - Cordoba - San Fabian - Concepcion del Uruguay - Campana,Rio Mayo - Perito Moreno - Bajo Caracoles - Gobernador Gregores - Tres lagos - El Calafate - Esperanza (StaCruz) - Rio Gallegos - Luis Piedrabuena - Puerto San Julian - Jaramillo - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Aguada Cecilio - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Gral. Alvear - San Rafael - Tunuyan - Mendoza - Villa Tulumaya - Villa Media Agua - San Juan - San Jose de Jachal - Patquia - Cordoba - Arroyito - San Francisco - Rafaela - Santa Fe - San Fabian - Rosario - Concepcion del Uruguay - Zarate - Campana,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1
26,Rio Mayo,Campana,300.0,5,9.257439370922185,False,False,11,Rio Mayo - J. de San Martin - Esquel - El Foyel - Piedra del Aguila - General Roca - Choele Choel - Rio Colorado - Bahia Blanca - Tres Arroyos - Mar Del Plata - La Plata - Campana,Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - General Roca - Choele Choel - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Pinamar - Las Toninas - Abasto - La Plata - CABA - Benavidez - Campana,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,San Antonio Oeste,San Jose de Metan,100.0,1,5.7109764292734075,False,False,4,San Antonio Oeste - Rio Colorado - Peru - San Jose de Jachal - Patquia - San Jose de Metan,San Antonio Oeste - General Conesa - Rio Colorado - Peru - Santa Rosa (LP) - Winifreda - Victorica - Santa Isabel - Gral. Alvear - San Rafael - Tunuyan - Mendoza - Villa Tulumaya - Villa Media Agua - San Juan - San Jose de Jachal - Patquia - La Rioja - Catamarca - Concepcion - San Miguel de Tucuman - Choromoro - San Jose de Metan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
27,San Antonio Oeste,San Jose de Metan,100.0,2,11.342194338851051,False,True,1,San Antonio Oeste - Parana - San Jose de Metan,San Antonio Oeste - Viedma - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Presidencia Roque Saenz Peña - San Jose de Metan,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27,San Antonio Oeste,San Jose de Metan,100.0,3,8.04259618757726,False,True,3,San Antonio Oeste - Pehuajo - Cordoba - La Quiaca - San Jose de Metan,San Antonio Oeste - Aguada Cecilio - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Lujan - Benavidez - Campana - Zarate - Baradero - San Pedro BsAs - San Nicolas de los Arroyos - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Patquia - Chilecito - Belen - Santa Maria - San Antonio de los Cobres - La Quiaca - Humahuaca - San Salvador de Jujuy - Salta - San Jose de Metan,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
27,San Antonio Oeste,San Jose de Metan,100.0,4,8.950454167798522,False,True,2,San Antonio Oeste - San Carlos de Bariloche - Santa Rosa (Mza) - San Jose de Metan,San Antonio Oeste - Sierra Grande - Puerto Madryn - Trelew - Rawson - Comodoro Rivadavia - Caleta Olivia - Pico Truncado - Colonia Las Heras - Perito Moreno - Rio Mayo - Alto Rio Senguer - J. de San Martin - Tecka - Esquel - Epuyen - El Foyel - San Carlos de Bariloche - Dina Huapi - Villa La Angostura - San Martin de los Andes - Junin de los Andes - Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza) - San Luis - V. Mercedes - Chucul - Hernando - Corralito - Cordoba - Jesus Maria - Dean Funes - Frias - Santiago del Estero - San Miguel de Tucuman - Choromoro - San Jose de Metan,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
27,San Antonio Oeste,San Jose de Metan,100.0,5,11.12934391066494,False,True,1,San Antonio Oeste - Ceres - San Jose de Metan,San Antonio Oeste - General Conesa - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Pinamar - Las Toninas - Abasto - La Plata - CABA - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Parana - Santa Fe - Rafaela - Sunchales - Ceres - Tostado - Vera - Resistencia - Formosa - Las Lomitas - Cap Juan Page - Embarcacion - Lib Gral San Martin - San Pedro Jujuy - San Salvador de Jujuy - Salta - San Jose de Metan,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
28,Zapala,Ceres,100.0,1,12.967041030021528,True,False,0,Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza) - San Luis - V. Mercedes - Chucul - Hernando - Corralito - Cordoba - Arroyito - San Francisco - Rafaela - Sunchales - Ceres,Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Santa Rosa (Mza) - San Luis - V. Mercedes - Chucul - Hernando - Corralito - Cordoba - Arroyito - San Francisco - Rafaela - Sunchales - Ceres,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
28,Zapala,Ceres,100.0,2,7.426079861154287,False,False,3,Zapala - Rio Colorado - Peru - Parana - Ceres,Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - Aguada Cecilio - San Antonio Oeste - General Conesa - Rio Colorado - Peru - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - Rufino - Lujan - Benavidez - San Antonio De Areco - Arrecifes - Pergamino - Rosario - San Fabian - Santa Fe - Parana - La Paz - Goya - Bellavista - Corrientes - Resistencia - Vera - Tostado - Ceres,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
28,Zapala,Ceres,100.0,3,7.719731234528355,False,False,3,Zapala - Choele Choel - Rio Colorado - Dean Funes - Ceres,Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - Piedra del Aguila - Picun Leufu - Arroyito (Nqn) - Neuquen - General Roca - Choele Choel - Rio Colorado - Algarrobo - Bahia Blanca - Tres Arroyos - Mar Del Plata - Las Armas - Dolores - Chascomus - Abasto - Marcos Paz - Benavidez - Campana - Zarate - Baradero - San Pedro BsAs - San Nicolas de los Arroyos - Rosario - Cañada De Gomez - Leones - San Marcos - Villa Maria - Manfredi - Cordoba - Jesus Maria - Dean Funes - Frias - Santiago del Estero - Añatuya - Tostado - Ceres,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
28,Zapala,Ceres,100.0,4,6.212908448718877,False,False,3,Zapala - San Jose de Jachal - Patquia - Parana - Ceres,Zapala - Chos Malal - Buta Ranquil - Malargue - San Rafael - Tunuyan - Mendoza - Villa Tulumaya - Villa Media Agua - San Juan - San Jose de Jachal - Patquia - Cordoba - Manfredi - Villa Maria - San Marcos - Leones - Cañada De Gomez - Rosario - Concepcion del Uruguay - Concordia - Parana - Santa Fe - Rafaela - Sunchales - Ceres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
28,Zapala,Ceres,100.0,5,6.198793112333453,False,False,4,Zapala - Caleta Olivia - Rio Colorado - Choele Choel - Concordia - Ceres,Zapala - Junin de los Andes - San Martin de los Andes - Villa La Angostura - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Colonia Las Heras - Pico Truncado - Caleta Olivia - Comodoro Rivadavia - Rawson - Trelew - Puerto Madryn - Sierra Grande - San Antonio Oeste - Viedma - Bahia Blanca - Algarrobo - Rio Colorado - Choele Choel - General Roca - Neuquen - Sargento Vidal - Catriel - Santa Isabel - Victorica - Winifreda - Santa Rosa (LP) - Trenque Lauquen - Pehuajo - 9 De Julio - Bragado - Chivilcoy - Mercedes - Lujan - Cañuelas - Abasto - La Plata - CABA - Benavidez - Campana - Zarate - Concepcion del Uruguay - Concordia - Paso de Los Libres - San Jose - Posadas - Ituzaingo - Corrientes - Resistencia - Presidencia Roque Saenz Peña - San Jose de Metan - Choromoro - San Miguel de Tucuman - Santiago del Estero - Añatuya - Tostado - Ceres,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
29,Picun Leufu,Rio Gallegos,200.0,1,12.459940870858745,False,False,10,Picun Leufu - Dina Huapi - Epuyen - Esquel - J. de San Martin - Rio Mayo - Perito Moreno - Bajo Caracoles - Gobernador Gregores - Tres lagos - El Calafate - Rio Gallegos,Picun Leufu - Piedra del Aguila - Dina Huapi - San Carlos de Bariloche - El Foyel - Epuyen - Esquel - Tecka - J. de San Martin - Alto Rio Senguer - Rio Mayo - Perito Moreno - Bajo Caracoles - Gobernador Gregores - Tres lagos - El Calafate - Esperanza (StaCruz) - Rio Gallegos,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
